iter	Logloss
669	0.4311881704
670	0.4311170772
671	0.43102766
672	0.4309316363
673	0.4308654047
674	0.4308600096
675	0.4307861921
676	0.4306937182
677	0.4306374805
678	0.4306342963
679	0.4305661068
680	0.4304802772
681	0.4303969355
682	0.4303127354
683	0.4302107374
684	0.4301430158
685	0.4300981947
686	0.4300259257
687	0.4299602746
688	0.4298887231
689	0.4298440059
690	0.4297748876
691	0.429715389
692	0.4295726988
693	0.4294985119
694	0.4294488551
695	0.4293963032
696	0.4292974142
697	0.4291994389
698	0.4291469228
699	0.4290592831
700	0.428949294
701	0.4288306303
702	0.4288281382
703	0.4287239372
704	0.4286339334
705	0.4286328181
706	0.4285533721
707	0.4284959597
708	0.4283972018
709	0.4283146127
710	0.4282331332
711	0.4281686684
712	0.4281006377
713	0.4280430546
714	0.4280065109
715	0.4279466352
716	0.4279159666
717	0.42782593
718	0.4277565815
719	0.4276750582
720	0.427593258
721	0.4275295342
722	0.4274711271
723	0.4273615244
724	0.4273340061
725	0.4272234099
726	0.427166348
727	0.4270657732
728	0.4269742241
729	0.4268945149
730	0.426850814
731	0.4267811876
732	0.426715423
733	0.4265991641
734	0.4265372157
735	0.4264757582
736	0.4263964128
737	0.4263451171
738	0.4262997007
739	0.4262272351
740	0.4261078116
741	0.4260562673
742	0.4259864917
743	0.425911162
744	0.4258399073
745	0.4257465934
746	0.42565452
747	0.4255789327
748	0.4255121524
749	0.4254618412
750	0.4253954125
751	0.4253208758
752	0.4252663817
753	0.4251723563
754	0.4251101265
755	0.4250564781
756	0.4249626425
757	0.4248404274
758	0.4247908205
759	0.4247436299
760	0.4246740942
761	0.4246600305
762	0.4245922312
763	0.4245278504
764	0.4244402214
765	0.4243653446
766	0.4243247799
767	0.4242609795
768	0.4242078962
769	0.4241315737
770	0.4240313522
771	0.4239665602
772	0.4239126853
773	0.4238212722
774	0.4238190791
775	0.4237419443
776	0.4236428044
777	0.4235653782
778	0.4235451349
779	0.4234842468
780	0.4234539815
781	0.4233954984
782	0.4233398126
783	0.4232644807
784	0.4232084658
785	0.4231665395
786	0.4230885887
787	0.4230282708
788	0.4229896288
789	0.4229752969
790	0.4229348367
791	0.4228293819
792	0.4228267619
793	0.4227434723
794	0.422670208
795	0.422581009
796	0.4225023184
797	0.4224224391
798	0.4223783393
799	0.4223260701
800	0.4222443446
801	0.4221641582
802	0.4221033545
803	0.4220558905
804	0.4219712043
805	0.4218687093
806	0.4217773079
807	0.4216825415
808	0.4215832922
809	0.4215160906
810	0.4214243442
811	0.4213593804
812	0.4213100663
813	0.4213073912
814	0.4212314157
815	0.4211665676
816	0.421077898
817	0.4209908016
818	0.4209053044
819	0.4208110668
820	0.4207908514
821	0.4207240595
822	0.4206807029
823	0.4206073619
824	0.4206064996
825	0.4205419794
826	0.420437277
827	0.4203201369
828	0.4202050226
829	0.420202936
830	0.4201312278
831	0.4200304392
832	0.4199471695
833	0.4198944404
834	0.4198259635
835	0.4197491281
836	0.4197005841
837	0.4196496212
838	0.419581556
839	0.419497889
840	0.4194080868
841	0.4193734832
842	0.4192845015
843	0.4192316698
844	0.4191946146
845	0.4191266551
846	0.4190781523
847	0.4190104214
848	0.4189389953
849	0.4188361354
850	0.4187447412
851	0.4186678304
852	0.4185711625
853	0.4185298482
854	0.4184756699
855	0.4184424755
856	0.4183992596
857	0.418306928
858	0.4182390866
859	0.4181486861
860	0.4181043466
861	0.4180504288
862	0.4180193114
863	0.4179753769
864	0.4178743037
865	0.4178276736
866	0.4177741663
867	0.417740521
868	0.4176995088
869	0.4176842773
870	0.4176198562
871	0.4175445367
872	0.417477713
873	0.417404064
874	0.4173191126
875	0.4172465227
876	0.4171554204
877	0.4171134269
878	0.417053472
879	0.4169556393
880	0.4168722799
881	0.4167876525
882	0.4166732207
883	0.4166237988
884	0.4165516212
885	0.416461919
886	0.4163713113
887	0.4162705662
888	0.4162061201
889	0.4161518333
890	0.4161502955
891	0.4161219296
892	0.416090393
893	0.4160180437
894	0.415992215
895	0.4159350834
896	0.4158522224
897	0.4157789062
898	0.4157201086
899	0.41568896
900	0.415619257
901	0.4155697094
902	0.4155305766
903	0.4154995786
904	0.4154683071
905	0.4154195105
906	0.4153810805
907	0.4152839181
908	0.4152260818
909	0.4151855793
910	0.4151261398
911	0.4150507948
912	0.4149818192
913	0.4148985167
914	0.4148561447
915	0.4147939737
916	0.4147142151
917	0.4146304362
918	0.4145794246
919	0.4145224715
920	0.4144533057
921	0.414305941
922	0.4142558169
923	0.4142245434
924	0.414155138
925	0.4140828354
926	0.413983743
927	0.4138875177
928	0.4138389304
929	0.4137605512
930	0.4137060589
931	0.4136668639
932	0.413601642
933	0.4135549816
934	0.4134754599
935	0.4134339076
936	0.4133816549
937	0.4133019224
938	0.4131945801
939	0.4131095034
940	0.4130448899
941	0.4129800674
942	0.4129484328
943	0.4128840909
944	0.4127956923
945	0.412766346
946	0.4126640027
947	0.4126154469
948	0.4125158148
949	0.4124463248
950	0.4123641019
951	0.4122911563
952	0.412232768
953	0.4122053099
954	0.4121410743
955	0.4120654729
956	0.4119800785
957	0.4118802651
958	0.411856646
959	0.4118014724
960	0.4117876054
961	0.4117492499
962	0.4117146431
963	0.4116585548
964	0.4116271159
965	0.4115284026
966	0.4114552718
967	0.4113659154
968	0.4112917594
969	0.4112018079
970	0.4111397003
971	0.4110489774
972	0.4109162318
973	0.4108827116
974	0.4108275646
975	0.410791984
976	0.41072683
977	0.410636476
978	0.4105933841
979	0.4105295457
980	0.4104346362
981	0.4104128595
982	0.4103509413
983	0.4102170033
984	0.4101711535
985	0.4101074065
986	0.4100267557
987	0.4099490049
988	0.4099144159
989	0.4098833942
990	0.4098827803
991	0.4098403746
992	0.40978529
993	0.4097132874
994	0.4096881792
995	0.4096111295
996	0.4095666856
997	0.4094945351
998	0.4094076088
999	0.409359918
